Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),ID,DEFCON_Level
12,0,0.48,3,28,78,0.743759178,334.96,1,836000,1206,2
7,1,0.14,2,9,34,0.464757709,366.76,1,994400,10461,2
6,0,0.09,2,3,9,0.39133627,377.36,1,1029600,6629,2
7,1,0.05,2,18,35,0.494126285,373.12,1,941600,11899,3
9,1,0.27,3,23,56,0.5969163,340.26,1,915200,7745,3
12,0,0.58,3,29,99,0.746696035,330.72,1,880000,4920,3
7,1,0.32,6,19,98,0.572687225,374.18,1,853600,10545,3
8,0,0.31,2,8,35,0.442731278,343.44,1,906400,4052,3
10,0,0.58,4,11,35,0.54185022,328.6,1,994400,3221,4
7,0,0.24,2,27,67,0.460352423,354.04,1,836000,3797,2
10,0,0.39,2,28,88,0.665932452,351.92,1,941600,10181,3
8,1,0.03,2,25,58,0.541116006,355.1,1,862400,10863,2
10,0,0.51,3,11,37,0.494126285,355.1,1,1029600,12303,4
10,0,0.24,3,20,46,0.524963289,342.38,1,888800,6105,2
7,1,0.19,5,19,102,0.665932452,367.82,1,853600,2625,2
9,1,0.15,2,9,30,0.53671072,344.5,0,844800,8461,3
7,1,0,3,15,21,0.389867841,360.4,1,968000,71,3
9,0,0.39,2,29,55,0.298825257,339.2,1,1100000,11226,3
7,1,0.18,2,7,65,0.479441997,354.04,1,880000,11157,2
9,1,0.24,3,28,79,0.598384728,346.62,1,853600,11340,2
8,1,0.09,2,28,53,0.545521292,350.86,1,836000,10797,3
8,1,0.05,2,10,32,0.508810573,349.8,0,844800,3067,1
10,0,0.42,2,21,51,0.5969163,342.38,1,871200,58,3
11,0,0.53,2,6,10,0.400146843,341.32,1,1056000,12472,4
6,1,0.09,2,10,17,0.532305433,381.6,1,844800,6280,3
9,0,0.35,2,10,39,0.552863436,360.4,1,792000,9516,3
6,1,0.09,2,7,23,0.182819383,378.42,1,1152800,4774,3
9,0,0.64,2,22,52,0.486784141,351.92,1,924000,1214,3
10,0,0.45,3,5,20,0.640969163,339.2,1,924000,720,3
7,0,0.21,2,46,80,0.294419971,334.96,1,880000,258,3
10,0,0.51,7,22,46,0.906754772,334.96,1,888800,1885,2
8,0,0.33,2,16,49,0.589574156,363.58,1,853600,2532,3
6,1,0.09,2,24,36,0.34948605,377.36,1,959200,4560,3
8,0,0.38,2,6,17,0.435389134,351.92,1,994400,1816,4
8,0,0.49,2,6,11,0.257709251,332.84,1,1126400,11010,4
12,0,0.55,2,25,50,0.72907489,328.6,0,792000,11081,2
10,0,0.52,2,6,17,0.471365639,342.38,1,1020800,11988,3
10,0,0.5,2,13,23,0.45154185,328.6,1,897600,4942,2
7,0,0.27,2,23,67,0.522026432,373.12,1,836000,11001,2
7,1,0.04,2,12,31,0.534508076,358.28,1,792000,11950,2
7,1,0.02,2,17,87,0.54185022,372.06,1,853600,8497,2
7,1,0.04,2,12,20,0.43979442,354.04,1,809600,10481,3
8,1,0.01,2,7,28,0.615271659,368.88,1,818400,7419,2
8,1,0.19,2,15,50,0.52349486,349.8,1,827200,11494,2
10,0,0.42,2,5,17,0.496328928,341.32,1,906400,8880,3
8,0,0.68,2,14,27,0.47650514,321.18,1,836000,6593,2
9,0,0.4,2,25,60,0.310572687,347.68,1,1126400,2280,3
5,0,0.11,2,6,14,0.413362702,396.44,1,950400,3068,3
8,1,0.26,2,24,81,0.461820852,333.9,1,871200,7762,2
9,0,0.39,2,20,46,0.360499266,343.44,1,976800,6016,4
8,1,0.06,2,5,19,0.457415565,345.56,1,880000,10321,4
8,1,0,2,33,43,0.376651982,334.96,1,818400,5381,2
12,1,0.49,3,19,112,0.743759178,334.96,1,836000,6031,2
9,0,0.24,2,10,30,0.589574156,352.98,1,818400,3896,3
8,0,0.51,2,9,21,0.398678414,324.36,1,906400,6993,3
11,0,0.6,2,5,18,0.640969163,322.24,1,818400,8451,3
8,0,0.68,8,23,129,0.226872247,326.48,1,1135200,1655,5
7,1,0.06,2,8,16,0.346549192,372.06,0,1003200,1664,3
8,0,0.09,2,6,12,0.450073421,359.34,0,880000,7063,4
8,0,0.26,2,4,11,0.450073421,359.34,1,924000,910,2
9,1,0.14,2,3,28,0.552863436,333.9,1,853600,3544,2
7,1,0,2,14,39,0.490455213,366.76,1,792000,11592,2
7,1,0.33,7,66,95,0.677679883,352.98,1,906400,9263,3
7,1,0.02,2,15,23,0.372246696,365.7,1,928400,8927,3
8,1,0.16,2,12,31,0.558737151,356.16,0,836000,4488,2
12,0,0.49,4,19,39,0.567547724,320.12,1,1029600,9673,4
8,1,0.21,2,33,69,0.492657856,336.02,1,841866.6667,5483,2
8,0,0.34,2,16,38,0.288546256,341.32,1,1047200,10768,3
5,0,0.27,2,5,32,0.171071953,375.24,1,1135200,7094,3
10,1,0.42,2,25,62,0.546989721,354.04,1,844800,12462,2
9,0,0.49,2,23,57,0.501468429,330.72,1,809600,8642,3
7,0,0.08,2,13,26,0.479441997,374.18,1,862400,5487,3
7,0,0.3,3,16,80,0.582232012,373.12,1,836000,2761,3
7,1,0,2,16,45,0.479441997,366.76,1,959200,7259,3
7,0,0.49,6,11,30,0.300293686,360.4,1,1038400,5484,3
7,1,0.08,2,14,93,0.542584435,371,1,827200,3826,2
7,1,0.1,1,4,7,0.334067548,342.38,1,985600,11155,1
10,1,0.31,3,22,144,0.626284875,337.08,0,809600,8795,2
8,0,0.35,2,5,13,0.435389134,364.64,1,836000,7405,3
8,1,0.43,2,8,54,0.582232012,365.7,1,809600,4230,2
7,1,0,2,4,11,0.423641703,359.34,1,880000,12142,2
8,1,0.07,2,5,11,0.545521292,341.32,1,844800,1280,2
8,1,0.28,3,10,86,0.490455213,329.66,1,800800,1091,2
7,1,0.26,3,16,101,0.51835536,323.3,2,809600,1394,2
10,0,0.5,2,10,37,0.5969163,345.56,1,827200,4406,2
8,1,0.1,3,45,54,0.472099853,369.94,1,915200,9405,3
9,1,0.5,2,3,8,0.370778267,337.08,1,1038400,7696,3
8,1,0.08,2,5,11,0.457415565,375.24,0,836000,8857,1
8,1,0.2,2,23,105,0.406020558,351.92,1,871200,4658,2
8,1,0.03,2,27,90,0.475770925,343.44,1,880000,10726,3
11,0,0.74,3,12,32,0.508810573,320.12,1,976800,11104,3
9,0,0.41,6,12,28,0.552863436,352.98,0,1064800,667,4
9,0,0.52,2,16,40,0.604258443,361.46,1,897600,1062,3
7,0,0.07,2,40,48,0.472099853,367.82,1,888800,5316,2
8,0,0.6,2,16,43,0.494126285,349.8,1,827200,8683,2
11,0,0.73,5,6,24,0.494126285,347.68,1,1100000,2727,3
12,0,0.49,1,5,24,0.685022026,328.6,1,862400,290,3
6,0,0.25,2,14,26,0.538179148,366.76,1,853600,5441,3
5,0,0,1,25,60,0.110132159,378.42,1,1029600,9677,3
10,0,0.42,3,6,22,0.773127753,340.26,1,959200,741,4
8,1,0.21,2,32,141,0.450073421,345.56,1,836000,410,3
6,1,0.02,2,9,22,0.398678414,364.64,1,994400,141,3
10,0,0.38,2,14,36,0.445668135,334.96,1,1056000,4454,4
10,0,0.46,2,6,14,0.516152717,322.24,1,906400,2238,2
6,1,0.01,2,17,59,0.459618209,390.08,1,1012000,3004,3
6,0,0.24,2,5,12,0.420704846,354.04,0,853600,5091,2
9,0,0.44,2,10,26,0.353157122,340.26,1,1170400,8763,3
9,1,0.49,3,11,16,0.72907489,368.88,1,880000,11916,2
10,0,0.47,2,13,33,0.604258443,333.9,1,836000,5228,2
7,0,0.02,2,18,26,0.179882526,349.8,1,1135200,7441,3
9,0,0.52,2,9,20,0.28267254,333.9,1,1038400,8201,3
9,0,0.44,2,11,43,0.611600587,354.04,1,800800,4164,3
8,0,0.35,2,10,47,0.567547724,363.58,1,818400,7332,3
6,1,0.01,4,11,18,0.494126285,377.36,1,836000,3200,2
12,1,0.58,4,19,112,0.567547724,333.9,1,818400,11284,2
7,1,0.13,2,18,22,0.316446402,349.8,1,1038400,4125,3
13,1,0.65,6,7,17,0.960352423,344.5,1,976800,10398,2
8,1,0.06,4,3,8,0.204845815,360.4,1,1073600,3080,2
12,0,0.49,3,26,55,0.677679883,330.72,1,836000,10764,2
12,0,0.51,3,10,24,0.773127753,345.56,1,827200,9362,2
7,1,0.01,2,17,43,0.406020558,362.52,1,976800,1905,3
8,0,0.46,2,28,48,0.356093979,354.04,1,1003200,9959,3
7,1,0.12,11,40,124,0.572687225,366.76,1,827200,2507,2
8,1,0,2,19,41,0.567547724,360.4,1,906400,7229,3
9,1,0,2,4,11,0.484581498,348.74,1,915200,3986,2
9,0,0.41,6,12,52,0.524963289,350.86,1,1064800,5310,4
8,1,0.23,3,17,96,0.497797357,340.26,1,827200,7699,3
7,1,0,2,16,27,0.406020558,379.48,1,1003200,6550,3
9,1,0.17,4,11,104,0.646842878,343.44,0,924000,1332,3
9,1,0.51,2,37,141,0.552863436,326.48,1,827200,2628,2
12,0,0.5,2,19,41,0.534508076,320.12,1,932800,1228,2
8,1,0.07,6,26,73,0.5969163,345.56,1,814000,6932,2
8,0,0.21,2,46,102,0.425110132,355.1,0,871200,2810,2
8,0,0.38,2,3,14,0.167400881,341.32,1,1170400,5298,4
9,0,0.57,3,3,10,0.633627019,350.86,1,924000,9922,4
7,1,0.03,2,7,25,0.622613803,390.08,1,844800,1808,3
8,0,0.23,2,23,66,0.453744493,369.94,1,888800,11433,3
8,1,0.34,2,24,120,0.538179148,340.26,1,827200,11401,2
7,1,0.16,2,8,62,0.479441997,362.52,1,959200,2318,1
8,0,0.29,2,27,45,0.589574156,362.52,1,836000,10922,3
12,0,0.49,3,28,46,0.736417034,338.14,1,853600,10477,4
11,0,0.64,2,6,22,0.633627019,336.02,1,844800,1115,2
10,0,0.23,3,10,33,0.626284875,343.44,1,871200,3242,3
9,0,0.57,3,3,10,0.477973568,346.62,1,968000,7591,4
6,1,0,2,7,19,0.250367107,379.48,1,1064800,4173,2
9,0,0.3,3,30,119,0.508810573,337.08,1,871200,591,3
10,0,0.43,3,22,78,0.5969163,345.56,1,941600,8446,2
7,0,0.32,2,21,42,0.329662261,342.38,1,1091200,1368,3
8,0,0.34,5,10,48,0.567547724,363.58,1,880000,10424,3
7,0,0.32,2,15,36,0.442731278,347.68,1,871200,11985,3
8,0,0.37,2,43,68,0.435389134,349.8,1,985600,1728,3
12,0,0.49,2,8,19,0.674008811,338.14,1,959200,11160,2
8,1,0.08,2,9,108,0.361967695,331.78,1,862400,5500,2
11,0,0.58,2,7,21,0.633627019,345.56,1,950400,1089,4
8,0,0.52,2,19,121,0.376651982,344.5,1,968000,11238,3
9,0,0.49,2,23,85,0.567547724,348.74,1,888800,5616,3
7,1,0,2,9,15,0.228340675,351.92,1,1064800,5440,4
12,0,0.54,2,6,14,0.494126285,315.88,1,897600,705,1
7,0,0.1,2,4,7,0.457415565,352.98,1,809600,4149,2
7,0,0.44,2,9,20,0.522760646,348.74,1,827200,11776,2
8,1,0.29,2,9,63,0.543318649,344.5,1,853600,6399,2
7,0,0.11,3,14,28,0.486784141,365.7,1,968000,8680,2
10,0,0.54,3,14,23,0.494126285,362.52,1,1029600,8801,3
10,1,0.23,3,20,23,0.758443465,333.9,1,844800,11604,2
16,0,0.79,4,9,43,0.831864905,319.06,1,1056000,6133,3
10,0,0.52,7,38,82,0.626284875,336.02,1,818400,1107,2
13,0,0.55,2,5,47,0.685022026,321.18,1,862400,9350,3
11,0,0.44,4,7,15,0.582232012,343.44,1,1029600,2649,4
9,0,0.57,2,18,44,0.452276065,364.64,1,1020800,4767,3
8,1,0.01,2,5,9,0.344346549,356.16,0,880000,4289,2
12,1,0.66,2,12,23,0.420704846,305.28,2,1091200,10671,4
9,1,0.33,3,24,81,0.71071953,337.08,1,827200,12155,1
7,1,0,4,32,87,0.604258443,341.32,0,836000,1604,2
8,1,0.02,2,13,26,0.372246696,351.92,1,915200,11013,3
8,1,0,2,5,18,0.361967695,351.92,0,924000,11350,2
10,0,0.45,2,16,29,0.406020558,332.84,1,1003200,1026,3
8,0,0.23,2,16,24,0.376651982,331.78,1,818400,10330,3
8,0,0.6,3,6,19,0.532305433,356.16,1,994400,11442,3
9,1,0.37,1,5,62,0.655653451,359.34,1,924000,4930,2
8,1,0,2,6,14,0.464757709,358.28,1,862400,1865,1
7,1,0,2,22,58,0.52349486,334.96,1,818400,3716,2
8,1,0.06,4,11,29,0.538179148,351.92,1,800800,5395,2
10,0,0.43,2,5,16,0.496328928,343.44,1,959200,3194,3
7,0,0.24,2,27,51,0.42804699,357.22,1,862400,3611,3
7,1,0.06,2,12,20,0.43979442,374.18,1,1029600,1218,3
13,0,0.62,2,6,16,0.773127753,336.02,0,739200,499,3
11,0,0.49,2,6,15,0.640969163,311.64,2,818400,6713,2
8,0,0.5,2,6,11,0.294419971,319.06,1,1047200,10714,4
6,1,0.02,2,15,33,0.290014684,381.6,1,1117600,8971,3
7,0,0.48,2,7,20,0.439060206,352.98,1,827200,8764,3
7,0,0,2,27,44,0.426578561,356.16,1,1029600,6536,5
6,1,0,2,3,11,0.508810573,393.26,0,844800,9657,2
9,0,0.64,5,3,10,0.594713656,346.62,1,968000,1981,3
10,0,0.47,2,6,12,0.424375918,339.2,1,1003200,1451,4
8,1,0,2,6,14,0.464757709,348.74,1,880000,608,3
7,1,0.05,2,24,42,0.380323054,372.06,1,1082400,3504,3
9,1,0.51,2,27,81,0.516152717,347.68,1,941600,9145,3
12,0,0.69,3,10,23,0.743759178,338.14,1,853600,6193,4
12,0,0.58,2,3,8,0.72907489,343.44,0,809600,752,2
10,0,0.46,2,5,17,0.40969163,337.08,1,932800,3755,3
8,1,0.1,6,14,113,0.666666667,350.86,1,827200,349,2
8,1,0.33,2,8,54,0.538179148,345.56,1,836000,1379,3
9,1,0,3,13,24,0.598384728,350.86,1,932800,5685,3
8,0,0.28,2,19,66,0.497797357,350.86,1,836000,8131,2
6,1,0.1,3,18,35,0.241556535,379.48,1,1082400,7766,2
10,1,0.42,2,26,99,0.52349486,339.2,1,809600,12114,2
7,1,0.01,2,9,22,0.406020558,376.3,1,1012000,1281,4
7,1,0.01,2,17,29,0.372246696,354.04,1,968000,1484,3
7,1,0.04,2,20,92,0.542584435,374.18,1,853600,3885,2
7,1,0.08,2,8,19,0.435389134,362.52,1,968000,11042,2
7,1,0,1,3,13,0.457415565,344.5,0,853600,1683,2
7,1,0.15,2,19,40,0.442731278,360.4,1,888800,10246,2
6,0,0.19,2,15,37,0.33773862,379.48,1,1029600,3171,3
9,1,0.24,2,7,28,0.593245228,346.62,1,871200,673,2
9,0,0.23,3,21,125,0.611600587,350.86,1,827200,3654,2
9,0,0.53,2,6,18,0.574889868,340.26,1,924000,11099,2
7,0,0.18,2,5.5,14,0.346549192,355.1,1,862400,1510,2
7,0,0.49,2,6,12,0.398678414,346.62,1,1003200,1697,2
10,0,0.38,2,34,58,0.325991189,322.24,1,1056000,4974,3
7,0,0.31,4,12,46,0.57195301,348.74,1,924000,9425,2
10,1,0.33,2,35,147,0.582232012,333.9,1,809600,10322,2
7,0,0.32,2,4,15,0.34287812,355.1,1,1029600,5854,4
11,0,0.37,2,14,25,0.626284875,306.34,1,880000,8577,3
9,0,0.38,2,19,133,0.501468429,310.58,1,871200,2536,4
7,1,0.05,2,20,49,0.380323054,372.06,1,1012000,2561,4
6,0,0.03,2,36,64,0.42804699,371,1,968000,8492,3
8,1,0.25,2,34,102,0.382525698,359.34,1,950400,941,3
6,1,0.09,2,15,64,0.459618209,375.24,1,968000,11515,3
7,1,0.03,2,7,12,0.36784141,374.18,1,1029600,10280,3
8,0,0.4,5,3,9,0.503671072,358.28,1,1126400,9211,3
10,0,0.38,3,34,55,0.5969163,332.84,0,880000,1287,1
9,0,0.44,2,34,48,0.310572687,343.44,1,1038400,546,3
10,0,0.24,3,13,32,0.703377386,347.68,1,827200,3590,3
7,1,0.02,2,18,30,0.408957416,355.1,1,836000,4628,3
13,1,0.45,2,11,41,0.773127753,315.88,1,739200,10973,3
10,0,0.52,2,7,21,0.567547724,323.3,1,1003200,6583,4
9,0,0.3,2,32,53,0.501468429,352.98,1,906400,3663,3
10,0,0.38,2,34,75,0.527900147,345.56,1,827200,10710,2
10,0,0.48,1,5,14,0.685022026,346.62,1,906400,2735,4
8,1,0,2,8,17,0.411894273,357.22,0,959200,7659,2
7,0,0.29,2,20,37,0.253303965,355.1,1,1091200,2323,3
9,0,0.44,2,34,59,0.358296623,333.9,1,985600,12357,3
8,1,0.12,2,7,16,0.534508076,357.22,1,844800,6136,3
12,1,0.5,3,19,112,0.746696035,345.56,1,968000,6537,2
7,1,0.33,2,9,105,0.447136564,334.96,1,862400,2347,3
12,0,0.53,3,29,68,0.743759178,330.72,1,809600,3502,2
13,0,0.52,2,13,32,0.684287812,315.88,1,880000,5626,3
13,1,0.63,4,7,21,0.960352423,344.5,1,950400,4993,2
9,1,0,1,5,14,0.662995595,357.22,0,880000,2716,2
9,1,0.26,2,32,73,0.479441997,359.34,1,818400,2745,2
8,0,0.3,2,2,23,0.316446402,341.32,1,994400,5924,5
10,0,0.52,2,13,32,0.435389134,343.44,1,1056000,568,4
5,0,0.25,2,5,12,0.244493392,393.26,1,1082400,5847,3
8,0,0.52,2,7,24,0.486784141,327.54,1,827200,10665,2
8,1,0.2,3,10,38,0.584434655,368.88,0,880000,849,2
10,1,0.34,3,5,62,0.534508076,332.84,1,906400,4853,3
10,1,0.44,3,21,84,0.71071953,356.16,1,959200,9206,2
7,0,0.29,2,26,48,0.483847283,349.8,1,836000,325,2
11,0,0.59,2,7,45,0.618942731,324.36,1,844800,8770,2
11,0,0.49,3,5,16,0.510279001,330.72,1,994400,11259,3
8,0,0.56,3,32,98,0.618942731,368.88,1,862400,11998,3
6,1,0.03,2,7,12,0.399412628,377.36,1,915200,3662,2
9,0,0.4,1,6,10,0.254772394,340.26,1,1126400,5866,4
7,1,0.12,2,34,46,0.386196769,352.98,1,959200,11835,2
6,1,0.15,4,16,45,0.491923642,359.34,0,924000,1932,2
7,1,0.1,1,12,28,0.395741557,356.16,1,836000,5260,2
9,0,0.43,2,22,29,0.351688693,343.44,1,994400,6686,4
10,1,0.44,2,26,70,0.582232012,340.26,1,827200,9291,3
8,0,0.25,4,10,31,0.545521292,354.04,1,818400,973,3
9,1,0.31,3,25,88,0.611600587,350.86,1,836000,1443,3
9,1,0.24,3,20,69,0.640969163,333.9,1,800800,226,3
11,1,0.43,2,29,70,0.52349486,334.96,1,924000,5926,3
10,0,0.5,3,11,32,0.582232012,356.16,1,1100000,10716,3
8,1,0.27,2,11,40,0.611600587,362.52,1,809600,1329,2
8,1,0.23,2,9,38,0.446402349,354.04,1,853600,9989,2
8,1,0.02,1,9,25,0.347283407,356.16,1,906400,4984,3
7,1,0.02,2,6,12,0.450073421,361.46,0,853600,1047,1
6,0,0.21,2,57,74,0.317914831,359.34,0,985600,10290,3
8,1,0.25,2,21,84,0.425110132,345.56,0,809600,6819,2
7,1,0.02,2,15,21,0.414831131,355.1,1,809600,1452,3
10,0,0.37,2,27,64,0.53010279,347.68,1,827200,10673,2
6,1,0.04,2,6,18,0.398678414,356.16,1,880000,5905,2
6,1,0,2,3,14,0.508810573,374.18,1,818400,341,3
13,1,0.66,3,6,19,0.787812041,327.54,1,906400,10723,2
9,0,0.51,2,18,40,0.604258443,352.98,1,880000,360,3
8,0,0.4,2,38,127,0.472099853,342.38,1,1003200,12037,2
11,1,0.43,2,26,56,0.582232012,321.18,1,792000,3034,2
10,0,0.41,2,5,12,0.507342144,340.26,1,959200,2059,4
8,1,0.05,2,12,22,0.457415565,346.62,1,836000,11609,2
8,0,0.57,2,22,57,0.501468429,324.36,1,792000,9589,3
6,1,0.08,2,24,31,0.290014684,376.3,1,1100000,12400,3
7,1,0.02,2,31,111,0.42804699,352.98,1,973866.6667,1893,3
7,1,0.12,2,13,26,0.417033774,352.98,1,827200,7545,2
11,0,0.39,2,8,22,0.582232012,350.86,1,924000,3290,3
10,1,0.42,2,12,89,0.5969163,348.74,1,818400,5309,2
9,0,0.35,2,6,12,0.373715125,349.8,1,1029600,11138,5
8,1,0,2,5,12,0.464757709,375.24,0,1003200,10933,3
9,1,0.22,2,8,27,0.509544787,346.62,0,818400,3564,2
8,1,0.24,2,5,21,0.450073421,345.56,0,836000,2732,1
8,1,0,3,25,44,0.552863436,354.04,1,818400,10087,3
6,0,0.16,2,11,18,0.359030837,340.26,1,959200,2932,3
11,0,0.48,3,17,47,0.626284875,326.48,1,932800,6158,2
7,0,0.18,2,7,24,0.396475771,360.4,1,888800,9052,4
11,0,0.45,3,5,19,0.52349486,332.84,1,968000,11751,3
7,1,0.06,2,9,44,0.417767988,358.28,1,924000,2481,2
8,0,0.42,2,12,19,0.582232012,349.8,1,880000,12448,3
8,0,0.09,2,9,48,0.494126285,340.26,1,906400,1166,2
8,1,0.29,2,9,41,0.538179148,345.56,1,844800,9334,3
7,1,0.12,2,34,47,0.386196769,330.72,0,862400,9853,2
8,0,0.14,3,33,73,0.516152717,345.56,1,836000,10095,2
10,0,0.46,2,14,43,0.435389134,332.84,1,932800,154,4
11,1,0.3,3,22,70,0.418502203,316.94,1,915200,4238,2
7,0,0.34,2,14,143,0.494126285,345.56,1,818400,9581,2
11,0,0.45,2,6,16,0.589574156,347.68,1,924000,9493,2
7,1,0,3,21,31,0.486784141,373.12,1,836000,6248,2
8,1,0.2,2,34,89,0.406020558,350.86,0,871200,4680,2
7,0,0.36,2,16,38,0.339941263,361.46,1,959200,3413,3
8,1,0,2,6,9,0.486784141,356.16,1,862400,7647,1
9,0,0.49,2,23,67,0.452276065,318,1,1003200,954,2
7,1,0.03,2,36,64,0.36123348,373.12,1,950400,4552,2
11,0,0.57,2,3,8,0.339941263,337.08,1,1003200,2445,2
10,0,0.54,2,25,83,0.5969163,342.38,1,844800,4351,2
8,0,0.44,2,28,73,0.450073421,356.16,1,924000,7228,3
8,1,0.05,2,8,20,0.457415565,352.98,1,880000,10365,3
12,0,0.66,8,38,160,0.758443465,351.92,1,818400,10905,2
7,1,0.05,4,6,14,0.495594714,355.1,1,985600,11187,1
8,0,0.48,2,29,48,0.382525698,358.28,1,1038400,3361,4
8,1,0.02,3,6,10,0.5969163,341.32,1,836000,9680,2
6,0,0.03,2,17,88,0.253303965,384.78,1,1047200,1894,3
7,1,0.23,2,10,72,0.494126285,352.98,1,836000,5467,1
13,0,0.66,2,6,16,0.633627019,318,1,897600,5418,2
8,1,0.21,2,14,35,0.535242291,354.04,1,827200,9294,2
10,0,0.47,2,13,25,0.368575624,348.74,1,1100000,9978,4
7,1,0.03,2,27,90,0.457415565,354.04,1,809600,12162,3
8,0,0.42,2,12,19,0.313509545,358.28,1,985600,7915,4
6,1,0,2,9,22,0.33773862,354.04,1,968000,2774,3
8,1,0.12,2,11,35,0.486784141,343.44,1,862400,5447,3
5,1,0.24,2,18,98,0.171071953,375.24,1,1100000,12311,5
7,1,0.02,2,8,13,0.360499266,365.7,1,888800,11634,3
12,0,0.51,2,3,8,0.743759178,344.5,0,836000,1532,3
8,0,0.68,2,16,80,0.508810573,326.48,1,792000,3225,2
8,0,0.26,2,23,38,0.253303965,328.6,1,1091200,3857,4
8,1,0.2,8,40,121,0.5969163,368.88,1,827200,6914,2
16,0,0.49,3,7,24,0.670337739,337.08,1,1003200,6455,4
9,0,0.23,2,18,36,0.475036711,333.9,1,818400,10209,3
6,1,0,2,26,52,0.315712188,375.24,1,1100000,11541,3
11,0,0.37,3,10,62,0.5969163,334.96,1,880000,8721,3
8,0,0.68,7,28,45,0.567547724,364.64,1,1170400,11981,3
7,1,0.26,2,31,133,0.382525698,328.6,0,1091200,4005,3
10,0,0.5,2,20,121,0.611600587,341.32,1,818400,2931,2
9,1,0.19,3,15,62,0.646842878,348.74,1,844800,4902,2
8,0,0.2,3,8,34,0.685022026,357.22,0,792000,12481,2
8,1,0.12,2,17,63,0.508810573,334.96,1,862400,878,2
10,0,0.24,3,20,55,0.582232012,321.18,1,915200,4143,3
7,1,0.06,6,5,13,0.538179148,351.92,1,844800,10975,3
7,1,0.03,2,10,17,0.380323054,355.1,1,906400,9854,3
10,0,0.52,7,6,20,0.839207048,346.62,1,888800,10903,2
9,0,0.37,2,43,77,0.393538913,326.48,1,915200,4760,3
7,1,0.06,2,9,89,0.542584435,368.88,1,862400,12118,2
10,0,0.38,2,27,39,0.435389134,332.84,1,1126400,4197,4
6,0,0.4,1,8,32,0.323788546,356.16,1,968000,12039,3
11,1,0.37,2,11,35,0.662995595,336.02,1,809600,4857,1
7,1,0.03,3,7,13,0.450073421,368.88,1,924000,11257,2
9,0,0.53,2,14,28,0.284140969,346.62,1,985600,12136,2
6,1,0.06,2,29,35,0.401615272,349.8,1,818400,7795,2
6,0,0.26,2,13,24,0.457415565,375.24,1,968000,6049,2
7,0,0.24,2,27,51,0.470631424,361.46,1,836000,2037,3
7,1,0.32,6,51,124,0.522026432,356.16,1,836000,4481,2
9,1,0.11,3,9,28,0.640969163,350.86,1,871200,2798,3
7,1,0.08,4,6,29,0.633627019,357.22,1,888800,12349,2
11,0,0.49,3,20,49,0.662995595,333.9,1,880000,4778,3
8,1,0.03,2,4,11,0.430249633,358.28,1,880000,5565,2
8,0,0.31,2,13,57,0.464757709,343.44,1,880000,2031,3
6,1,0,2,5,27,0.288546256,371,1,985600,6111,4
9,1,0.24,3,9,86,0.646842878,354.04,1,836000,7504,2
11,0,0.58,2,6,19,0.582232012,350.86,1,880000,8626,2
9,0,0.5,2,9,20,0.347283407,346.62,1,1100000,425,4
14,0,0.79,14,22,54,0.831864905,319.06,1,1038400,11569,4
6,0,0.78,4,6,113,0.486049927,351.92,1,818400,7511,2
10,1,0.23,2,6,48,0.72907489,339.2,1,915200,11106,3
13,0,0.49,3,17,64,0.732745962,328.6,1,827200,5421,4
8,0,0.44,3,6,10,0.508810573,358.28,1,844800,9564,3
11,1,0.67,2,12,49,0.538179148,336.02,1,862400,6595,3
8,0,0.68,8,26,129,0.530837004,319.06,1,774400,5101,2
10,1,0.28,3,15,37,0.579295154,342.38,1,924000,4243,3
8,1,0.02,1,10,28,0.420704846,345.56,1,880000,10210,3
8,0,0.19,2,10,49,0.516152717,340.26,1,844800,8104,3
8,1,0.08,2,14,57,0.535242291,354.04,1,827200,4501,3
7,1,0.08,2,14,24,0.257709251,360.4,1,1003200,1306,3
8,1,0.02,3,14,31,0.403817915,372.06,1,1020800,6758,4
6,1,0.23,2,11,49,0.420704846,372.06,1,976800,4690,3
6,0,0,2,25,94,0.053597651,371,1,1188000,414,3
6,0,0.08,2,18,44,0.290014684,365.7,1,1029600,3414,3
8,0,0.23,2,16,47,0.435389134,356.16,0,827200,4407,1
8,1,0.11,2,11,44,0.417767988,362.52,1,994400,2007,1
9,0,0.38,2,10,31,0.298825257,351.92,1,968000,3528,3
9,1,0.15,2,25,48,0.501468429,333.9,1,836000,5758,2
10,0,0.24,3,20,55,0.662995595,333.9,1,827200,11832,3
7,1,0.54,4,3,10,0.508810573,344.5,1,968000,11956,2
13,0,0.54,3,5,21,0.737885463,336.02,1,897600,7972,3
8,0,0.4,2,8,18,0.313509545,339.2,1,1038400,6441,4
9,0,0.4,1,3,8,0.347283407,330.72,1,1047200,9551,3
7,1,0.1,2,16,49,0.52349486,334.96,1,792000,4058,2
8,0,0.51,2,9,26,0.486784141,356.16,1,888800,11319,4
8,1,0.23,2,20,66,0.398678414,354.04,0,836000,7770,2
10,0,0.58,2,7,29,0.567547724,337.08,1,959200,6658,4
10,0,0.42,2,11,19,0.563142438,340.26,1,924000,2633,2
8,1,0.05,2,8,12,0.457415565,360.4,0,1020800,6781,2
